sub,ses,cond,trial,p300_mean,theta_mean
sub-14,ses-S3,0b,133,-7.727416347526965e-06,1.1230598526556902e-12
sub-14,ses-S3,0b,134,7.892389523859143e-06,2.2440723010567607e-12
sub-14,ses-S3,0b,135,4.496356010160095e-06,4.360868815734509e-12
sub-14,ses-S3,0b,136,2.3094029305199797e-06,1.3925203134019118e-12
sub-14,ses-S3,0b,137,1.713503119962599e-06,6.076761734490299e-13
sub-14,ses-S3,0b,138,-8.32225101093685e-06,3.9056347263269203e-13
sub-14,ses-S3,0b,139,-8.671159529863527e-07,4.778711411271704e-13
sub-14,ses-S3,0b,140,-3.56264452056049e-06,7.184294690315169e-13
sub-14,ses-S3,0b,141,2.3285850366008754e-07,2.198908096813418e-12
sub-14,ses-S3,0b,142,2.176064829449586e-06,3.0163363431808215e-12
sub-14,ses-S3,0b,143,-1.5935260513723125e-06,1.9318046981801104e-12
sub-14,ses-S3,0b,144,1.771303888218347e-06,2.563357139259216e-12
sub-14,ses-S3,0b,145,-5.7178521226385516e-06,1.1485940363738079e-12
sub-14,ses-S3,0b,146,-4.4412035455382645e-07,1.4055441016605556e-12
sub-14,ses-S3,0b,147,3.930721709079559e-06,2.0257322731176804e-12
sub-14,ses-S3,0b,148,-2.204365589119998e-06,2.0054628781741738e-12
sub-14,ses-S3,0b,149,-2.472150430109449e-06,7.572873774436156e-13
sub-14,ses-S3,0b,150,2.091205595367854e-07,5.369923490726039e-13
sub-14,ses-S3,0b,151,-7.038932897359404e-07,2.507196721576906e-12
sub-14,ses-S3,0b,152,-2.6067961173511845e-07,3.889350249255033e-12
sub-14,ses-S3,0b,153,2.0037079703585074e-06,2.3108804391838976e-12
sub-14,ses-S3,0b,154,6.466633549575626e-07,2.1454622234178185e-12
sub-14,ses-S3,0b,155,2.978969778273403e-06,4.806946822012051e-13
sub-14,ses-S3,0b,156,-1.8130444312273491e-06,8.941989424546972e-13
sub-14,ses-S3,0b,157,1.6845107586664965e-06,6.181023314924726e-13
sub-14,ses-S3,0b,158,6.318400222887564e-07,4.761947942012625e-13
sub-14,ses-S3,0b,159,7.1919093053166776e-06,8.851461725484706e-13
sub-14,ses-S3,0b,160,7.13751145341049e-06,2.286239127155581e-12
sub-14,ses-S3,0b,161,-6.763053308319704e-08,2.2486261561435545e-12
sub-14,ses-S3,0b,162,-1.1633262662316486e-06,1.1686136861381391e-12
sub-14,ses-S3,0b,163,-4.727837739145515e-07,2.1212180362303608e-12
sub-14,ses-S3,0b,164,2.8717479715578432e-06,2.0686349668178726e-12
sub-14,ses-S3,0b,165,4.163636060315892e-06,1.2213416276598393e-12
sub-14,ses-S3,0b,166,-5.498246529224497e-06,1.0308107814383542e-12
sub-14,ses-S3,0b,167,6.659135846125491e-06,8.174790198139011e-13
sub-14,ses-S3,0b,168,4.972508519493737e-06,1.209566058478949e-12
sub-14,ses-S3,0b,169,-2.2337422037214952e-06,2.3772255979746065e-12
sub-14,ses-S3,0b,170,1.2031868694610124e-06,1.0805104236600377e-12
sub-14,ses-S3,0b,171,-5.5611290154310634e-06,1.5942163171027517e-12
sub-14,ses-S3,0b,172,-2.0854830250062807e-06,2.054164344033174e-12
sub-14,ses-S3,0b,173,8.641615455671938e-06,2.208664116875708e-12
sub-14,ses-S3,0b,174,-3.653380702447021e-06,2.056038226175708e-12
sub-14,ses-S3,0b,175,-2.9323883223463834e-06,1.232650656159013e-12
sub-14,ses-S3,0b,176,-2.7253099162324923e-06,2.2657304135316628e-12
sub-14,ses-S3,0b,177,-3.5259598552757198e-06,7.103719304516959e-13
sub-14,ses-S3,0b,178,2.9600647334470323e-06,2.7702800073838893e-12
sub-14,ses-S3,0b,179,-4.7019934379215175e-06,4.378459665679636e-12
sub-14,ses-S3,0b,180,7.668994921983495e-07,1.012219642310564e-12
sub-14,ses-S3,0b,181,1.606554968445592e-06,8.38178315221559e-13
sub-14,ses-S3,0b,182,1.1025449717044256e-06,2.0249006170184878e-12
sub-14,ses-S3,0b,183,-3.5773961989066003e-07,1.9359954944236532e-12
sub-14,ses-S3,0b,184,5.49271054303441e-06,9.076902876231986e-13
sub-14,ses-S3,0b,185,-5.834524439511452e-06,2.4796092783921653e-12
sub-14,ses-S3,0b,186,1.596154591577442e-06,2.1975999470473225e-12
sub-14,ses-S3,0b,187,-2.56030787464414e-06,1.9217520688778416e-12
sub-14,ses-S3,0b,188,7.103905702345268e-07,3.3093238305020287e-12
sub-14,ses-S3,0b,189,6.290533762301682e-07,1.1473233187438754e-12
sub-14,ses-S3,0b,190,-1.87882334363778e-07,1.085893312714959e-12
sub-14,ses-S3,0b,191,4.173605193489241e-06,2.3366675507203986e-12
sub-14,ses-S3,0b,192,-1.9645631341474192e-07,1.5377289435595315e-12
sub-14,ses-S3,0b,193,-1.4919167013804251e-06,3.233562799461857e-12
sub-14,ses-S3,0b,194,-3.355137425985987e-06,4.8718024493359195e-12
sub-14,ses-S3,0b,195,-4.647449782364578e-07,1.265296371596714e-12
sub-14,ses-S3,0b,196,-7.362733460703527e-07,2.1577337992387136e-12
sub-14,ses-S3,0b,197,2.962493096632889e-06,9.843531604369449e-13
sub-14,ses-S3,0b,198,2.3233799912345845e-06,1.0954478766627366e-12
sub-14,ses-S3,0b,199,2.1228183436528386e-07,1.958379073067258e-12
sub-14,ses-S3,0b,200,-9.836870052044612e-07,1.3209698783017616e-12
sub-14,ses-S3,0b,201,5.392778432907152e-06,1.9059972139380448e-12
sub-14,ses-S3,1b,1,5.922863557694792e-06,1.6024495527889423e-12
sub-14,ses-S3,1b,2,1.4293729162552896e-07,1.4709725509405205e-12
sub-14,ses-S3,1b,3,3.7587289029069734e-06,1.538631093265102e-12
sub-14,ses-S3,1b,4,1.6030147669759883e-06,2.956275749585364e-12
sub-14,ses-S3,1b,5,-9.526993080862661e-07,2.7682653237327205e-12
sub-14,ses-S3,1b,6,7.208375864797208e-06,8.744618627275559e-13
sub-14,ses-S3,1b,7,-2.878004978811989e-06,1.0996777676782154e-12
sub-14,ses-S3,1b,8,1.2405180139479447e-06,1.7638942186324998e-12
sub-14,ses-S3,1b,9,5.960652653022803e-06,2.093829823986887e-12
sub-14,ses-S3,1b,10,-1.1789350894670527e-06,2.3022837567828753e-12
sub-14,ses-S3,1b,11,6.709830971701994e-06,1.3176143544415838e-12
sub-14,ses-S3,1b,12,3.512133770427008e-06,2.4506271112543742e-12
sub-14,ses-S3,1b,13,6.868252014557984e-06,1.070314147424613e-12
sub-14,ses-S3,1b,14,-1.4715689201845862e-06,9.81063318913637e-13
sub-14,ses-S3,1b,15,1.3550432436555015e-05,1.0727857638963698e-12
sub-14,ses-S3,1b,16,-1.2734543663914738e-05,2.0233939844483867e-12
sub-14,ses-S3,1b,17,1.1898002316247832e-05,2.3512479738560094e-12
sub-14,ses-S3,1b,18,3.3258760237248338e-06,2.8078639626281395e-12
sub-14,ses-S3,1b,19,7.816728890856022e-06,2.7467358378877487e-12
sub-14,ses-S3,1b,20,-4.708066872851203e-06,1.6143801615739565e-12
sub-14,ses-S3,1b,21,5.096052304293216e-06,6.925172186163337e-13
sub-14,ses-S3,1b,22,-5.933387803620514e-06,2.0821460424625276e-12
sub-14,ses-S3,1b,23,9.568482435577012e-07,3.35879576065402e-12
sub-14,ses-S3,1b,24,5.5170894332804714e-06,9.193767703928944e-13
sub-14,ses-S3,1b,25,-8.902557278642556e-06,2.4708251217425057e-12
sub-14,ses-S3,1b,26,5.581652701484027e-06,1.3320058051285892e-12
sub-14,ses-S3,1b,27,5.554144702189096e-06,2.4412282824579047e-12
sub-14,ses-S3,1b,28,-7.422776349886162e-06,3.5849846457681345e-12
sub-14,ses-S3,1b,29,-2.4393132071387286e-06,1.2635751308127657e-12
sub-14,ses-S3,1b,30,6.41016907814222e-06,1.2720042374711727e-12
sub-14,ses-S3,1b,31,-4.607196684199447e-06,1.2518955382194062e-12
sub-14,ses-S3,1b,32,-7.2076014390116485e-06,1.415074173699004e-12
sub-14,ses-S3,1b,33,4.527176387894437e-06,1.082392254333108e-12
sub-14,ses-S3,1b,34,-5.440212521345949e-06,2.9655268873828267e-12
sub-14,ses-S3,1b,35,8.35081938514645e-06,3.0093203153767134e-12
sub-14,ses-S3,1b,36,-1.1622507077817727e-05,1.918903981298867e-12
sub-14,ses-S3,1b,37,-5.199438330413859e-06,1.8059912020921665e-12
sub-14,ses-S3,1b,38,1.4211819164655641e-06,2.5961827060654576e-12
sub-14,ses-S3,1b,39,-2.1965486983788007e-06,1.6250368098497502e-12
sub-14,ses-S3,1b,40,3.1858718163940182e-06,1.909915152748363e-12
sub-14,ses-S3,1b,41,2.672293427289148e-06,1.898555013069929e-12
sub-14,ses-S3,1b,42,1.556126148366516e-05,1.6119908779472128e-12
sub-14,ses-S3,1b,43,-1.662723489624696e-05,2.908775198742456e-12
sub-14,ses-S3,1b,44,-1.5895087969815485e-06,1.2811303231442177e-12
sub-14,ses-S3,1b,45,1.014202747280144e-05,1.0633888562886936e-12
sub-14,ses-S3,1b,46,-9.709231797366591e-06,8.210314932212304e-13
sub-14,ses-S3,1b,47,1.1547530791170961e-05,9.212794730809093e-13
sub-14,ses-S3,1b,48,-1.076014006168375e-05,2.518308993762148e-12
sub-14,ses-S3,1b,49,3.511794174930295e-06,1.6690139715292271e-12
sub-14,ses-S3,1b,50,1.5983463257441965e-05,2.090230304565554e-12
sub-14,ses-S3,1b,51,-1.0920377637494665e-05,2.500624487007715e-12
sub-14,ses-S3,1b,52,8.478707605481717e-06,3.757892586105018e-12
sub-14,ses-S3,1b,53,6.461276276333489e-06,6.658001339261634e-13
sub-14,ses-S3,1b,54,1.0399344875029888e-05,3.469482603147161e-12
sub-14,ses-S3,1b,55,-9.019428348347902e-06,2.781163137996672e-12
sub-14,ses-S3,1b,56,2.52730186406877e-06,1.9281368626611052e-12
sub-14,ses-S3,1b,57,8.299069942205358e-06,9.486954398602878e-13
sub-14,ses-S3,1b,58,8.839914516959485e-06,1.4741923513439275e-12
sub-14,ses-S3,1b,59,4.931152177601625e-06,2.222247977959198e-12
sub-14,ses-S3,1b,60,3.4085522665586997e-06,6.866907735707137e-13
sub-14,ses-S3,1b,61,2.95469035567226e-06,1.3365536105575837e-12
sub-14,ses-S3,1b,62,1.3200183236512122e-07,2.2401217918930413e-12
sub-14,ses-S3,1b,63,2.582595064387845e-06,2.1139652521259065e-12
sub-14,ses-S3,1b,64,5.003376876004177e-06,1.5103752294686907e-12
sub-14,ses-S3,1b,65,-5.486996974103991e-06,1.1103120569115853e-12
sub-14,ses-S3,1b,66,1.3645953638534885e-05,2.081183197533799e-12
sub-14,ses-S3,1b,67,3.9960554770003023e-07,7.279814028603258e-13
sub-14,ses-S3,1b,68,1.3619198318028344e-07,1.2652811933473271e-12
sub-14,ses-S3,1b,69,1.0851646432758498e-06,2.078180286718921e-12
sub-14,ses-S3,1b,70,-3.7592140320154147e-06,2.0436730692657983e-12
sub-14,ses-S3,1b,71,5.7482236004228816e-06,2.3646557705731944e-12
sub-14,ses-S3,1b,72,5.820403728868834e-06,1.427247609517518e-12
sub-14,ses-S3,1b,73,6.370969473180412e-06,1.8507122431806354e-12
sub-14,ses-S3,1b,74,-8.177052708805472e-06,2.2671328201493845e-12
sub-14,ses-S3,1b,75,8.340758639542557e-06,3.747273472969115e-12
sub-14,ses-S3,1b,76,-1.4885984996936285e-05,2.4203057834298944e-12
sub-14,ses-S3,1b,77,7.846363116930812e-06,2.715900841282686e-12
sub-14,ses-S3,1b,78,7.883573896121159e-06,1.8295542791018154e-12
sub-14,ses-S3,1b,79,-4.73309088629234e-06,2.931510253593687e-12
sub-14,ses-S3,1b,80,-1.5557175731766088e-06,6.298155016134172e-12
sub-14,ses-S3,1b,81,6.922539814815346e-06,9.90537459209726e-13
sub-14,ses-S3,1b,82,8.057217584263558e-06,3.3240820389586806e-12
sub-14,ses-S3,1b,83,-5.108810356860329e-06,3.5952677238429296e-12
sub-14,ses-S3,1b,84,4.17064984274797e-06,4.674963246701475e-12
sub-14,ses-S3,1b,85,8.085502590418728e-06,2.5014734005259433e-12
sub-14,ses-S3,1b,86,-5.857914367689679e-07,1.7036344735671792e-12
sub-14,ses-S3,1b,87,-1.0708541989792297e-06,1.3698439372862142e-12
sub-14,ses-S3,1b,88,2.080559959058425e-06,1.899496531540826e-12
sub-14,ses-S3,1b,89,-6.7735897303574314e-06,2.108972363795205e-12
sub-14,ses-S3,1b,90,-2.130586785578626e-06,1.0591241566947552e-12
sub-14,ses-S3,1b,91,7.067152458906637e-06,1.0749760080766313e-12
sub-14,ses-S3,1b,92,-9.092004633862544e-06,1.6726248764973308e-12
sub-14,ses-S3,1b,93,-2.888668218692384e-06,1.7191290999867294e-12
sub-14,ses-S3,1b,94,5.0569312724302035e-06,2.0370513656850776e-12
sub-14,ses-S3,1b,95,-4.288163137550861e-06,2.9028687558354214e-12
sub-14,ses-S3,1b,96,-1.353185585803623e-06,1.5898646756915776e-12
sub-14,ses-S3,1b,97,5.7237650352630305e-06,1.1028340733495507e-12
sub-14,ses-S3,1b,98,-6.610618629855163e-06,9.090202190130704e-13
sub-14,ses-S3,1b,99,-4.344639136388886e-06,1.788864953518728e-12
sub-14,ses-S3,1b,100,1.2188670761590886e-05,1.1089736413847049e-12
sub-14,ses-S3,1b,101,-4.4685691775811207e-07,2.4695621349111903e-12
sub-14,ses-S3,1b,102,2.932537095078304e-06,2.9106221930208967e-12
sub-14,ses-S3,1b,103,-4.429792253091105e-06,1.493568644111787e-12
sub-14,ses-S3,1b,104,-1.1880604798430612e-06,2.082266144522591e-12
sub-14,ses-S3,1b,105,1.4274459453352889e-06,1.417643859847712e-12
sub-14,ses-S3,1b,106,-6.239369313544191e-07,1.782002650874435e-12
sub-14,ses-S3,1b,107,6.932598497647364e-06,9.162538606953547e-13
sub-14,ses-S3,1b,108,-3.7048939007991732e-06,2.513895686363882e-12
sub-14,ses-S3,1b,109,3.395930111495431e-06,3.1946373088540026e-12
sub-14,ses-S3,1b,110,3.770718489948452e-06,2.5233139620107307e-12
sub-14,ses-S3,1b,111,5.006503599602603e-06,1.6937037036189728e-12
sub-14,ses-S3,1b,112,9.124372032925384e-06,1.9034245127466926e-12
sub-14,ses-S3,1b,113,2.463184116044792e-07,1.002509626385866e-12
sub-14,ses-S3,1b,114,-7.413817351407254e-06,1.940589364318417e-12
sub-14,ses-S3,1b,115,2.216823301183424e-06,1.7458747127751476e-12
sub-14,ses-S3,1b,116,3.8346542009642045e-06,1.5969850007868493e-12
sub-14,ses-S3,1b,117,9.350958730009e-06,1.4060579714618099e-12
sub-14,ses-S3,1b,118,-7.600239226710739e-06,1.2530563843914052e-12
sub-14,ses-S3,1b,119,3.7760513990483543e-06,1.2846607924264532e-12
sub-14,ses-S3,1b,120,5.565148653896583e-06,2.58088734618569e-12
sub-14,ses-S3,1b,121,6.036138409869798e-06,1.6381340889506023e-12
sub-14,ses-S3,1b,122,-3.182340466784577e-06,1.835384000125999e-12
sub-14,ses-S3,1b,123,1.8403226592531643e-06,4.093402666544563e-12
sub-14,ses-S3,1b,124,1.2332068397797542e-06,2.2166692560695824e-12
sub-14,ses-S3,1b,125,1.5267094433094916e-06,6.720967710476147e-13
sub-14,ses-S3,1b,126,2.774439417046274e-06,2.1256918735798685e-12
sub-14,ses-S3,1b,127,2.307222906132226e-06,9.606466458699056e-13
sub-14,ses-S3,1b,128,-1.0339758858935099e-07,2.0435652320252e-12
sub-14,ses-S3,1b,129,1.3052829920975333e-05,3.344216476094207e-12
sub-14,ses-S3,1b,130,-8.393268465346529e-06,4.607985324638959e-12
sub-14,ses-S3,1b,131,2.440781899358129e-06,1.9407103508276604e-12
sub-14,ses-S3,1b,132,-1.8622019888906894e-06,2.0998413702604486e-12
sub-14,ses-S3,1b,133,9.88436756390596e-06,6.7111334141445795e-12
sub-14,ses-S3,1b,134,1.1441511706833122e-07,3.86227234141639e-12
sub-14,ses-S3,1b,135,-4.724613558975828e-06,1.6891507884287204e-12
sub-14,ses-S3,1b,136,8.937361745712005e-06,2.7133489306675485e-12
sub-14,ses-S3,1b,137,3.3756865226029e-07,1.4465438550016021e-12
sub-14,ses-S3,1b,138,1.0984628821787367e-05,1.8705539823983775e-12
sub-14,ses-S3,1b,139,-7.315600185834007e-06,3.5999455367478057e-12
sub-14,ses-S3,1b,140,7.195490232717787e-06,1.5745850794489736e-12
sub-14,ses-S3,1b,141,5.744296918077254e-06,1.0436244166689734e-12
sub-14,ses-S3,1b,142,2.911163563031237e-06,2.429608039996057e-12
sub-14,ses-S3,1b,143,-3.597451641834926e-06,2.7416320832832323e-12
sub-14,ses-S3,1b,144,4.434543169616979e-06,1.8444987518867737e-12
sub-14,ses-S3,1b,145,2.756205055410719e-06,1.8480690358462362e-12
sub-14,ses-S3,1b,146,-4.822738295440041e-06,3.741461983430686e-12
sub-14,ses-S3,1b,147,-1.169913954609756e-06,1.981567187797012e-12
sub-14,ses-S3,1b,148,-5.329505605010503e-06,2.212287030957151e-12
sub-14,ses-S3,1b,149,4.488943589937284e-06,8.416690323866407e-13
sub-14,ses-S3,1b,150,-5.712603739144338e-06,3.771760850033608e-12
sub-14,ses-S3,1b,151,4.902894071572643e-06,1.8987579187594892e-12
sub-14,ses-S3,1b,152,-1.932486860137642e-06,2.923365411409033e-12
sub-14,ses-S3,1b,153,2.0882070266125366e-06,2.6257285759595343e-12
sub-14,ses-S3,1b,154,8.270373270638283e-06,1.4922194924126168e-12
sub-14,ses-S3,1b,155,-1.1446863084603927e-05,1.3930138942118533e-12
sub-14,ses-S3,1b,156,4.631853796437943e-06,2.7469769478466376e-12
sub-14,ses-S3,1b,157,-1.1398217314812916e-06,4.539380358418549e-13
sub-14,ses-S3,1b,158,8.492674608670901e-06,1.933592549042077e-12
sub-14,ses-S3,1b,159,5.2995616768397785e-06,1.4292688016008408e-12
sub-14,ses-S3,1b,160,4.49873690970581e-06,9.408435838803329e-13
sub-14,ses-S3,1b,161,-7.817908429028356e-06,2.3090600705501765e-12
sub-14,ses-S3,1b,162,3.3552639602756046e-06,2.2598040966130363e-12
sub-14,ses-S3,1b,163,-1.8351145206996117e-07,2.1023824116787485e-12
sub-14,ses-S3,1b,164,7.438666973646534e-07,3.645198688401225e-12
sub-14,ses-S3,1b,165,3.5575193632367036e-06,1.2788806621909906e-12
sub-14,ses-S3,1b,166,1.7832252470402744e-06,4.572788136515533e-12
sub-14,ses-S3,1b,167,-5.6958077779019955e-06,2.3825410622128006e-12
sub-14,ses-S3,1b,168,-1.235134733832734e-05,1.5360555098688506e-12
sub-14,ses-S3,1b,169,2.823220492484533e-06,1.1656190673095154e-12
sub-14,ses-S3,1b,170,1.3406434475301375e-06,1.9794127164506706e-12
sub-14,ses-S3,1b,171,3.9364485412523065e-06,4.924805810492715e-12
sub-14,ses-S3,1b,172,-4.737287343265114e-06,2.183677234209915e-12
sub-14,ses-S3,1b,173,9.23793971877661e-07,1.8290451809328465e-12
sub-14,ses-S3,1b,174,2.2968589165630347e-06,2.642547364841179e-12
sub-14,ses-S3,1b,175,1.147851924566606e-05,1.4624161093780323e-12
sub-14,ses-S3,1b,176,-4.555834124001478e-06,2.14465335645751e-12
sub-14,ses-S3,1b,177,1.0378964917516803e-05,1.9289542224250386e-12
sub-14,ses-S3,1b,178,3.892235188998655e-06,2.470446972287073e-12
sub-14,ses-S3,1b,179,8.68861415341141e-06,1.5705436489322356e-12
sub-14,ses-S3,1b,180,3.9721448715322995e-06,2.1022052517535008e-12
sub-14,ses-S3,1b,181,-2.339759949988399e-06,3.2045127136693034e-12
sub-14,ses-S3,1b,182,1.6554139346604521e-06,9.236869074412791e-13
sub-14,ses-S3,1b,183,-2.5733367236938114e-07,2.8587930944898478e-12
sub-14,ses-S3,1b,184,-2.516205775606152e-06,2.591344238052032e-12
sub-14,ses-S3,1b,185,2.7352436008930453e-06,1.2534833278066569e-12
sub-14,ses-S3,1b,186,-1.9898490768277898e-07,3.0649766829304562e-12
sub-14,ses-S3,1b,187,4.0640386368591755e-06,3.164426798315952e-12
sub-14,ses-S3,1b,188,3.873274045057759e-06,1.7978213875960645e-12
sub-14,ses-S3,1b,189,-3.428863445927213e-07,3.4126444189351275e-12
sub-14,ses-S3,1b,190,1.080136942536135e-06,7.364815003000728e-13
sub-14,ses-S3,1b,191,3.1685311129236723e-07,1.759264308767911e-12
sub-14,ses-S3,1b,192,1.0695239910786563e-05,3.5366549617573803e-12
sub-14,ses-S3,1b,193,-7.992757012746011e-06,3.227552525172245e-12
sub-14,ses-S3,1b,194,1.6923159480782592e-06,2.501166657706426e-12
sub-14,ses-S3,1b,195,1.0066579979499278e-05,1.8729922707003234e-12
sub-14,ses-S3,1b,196,-1.0161629762559653e-05,1.4011873889099016e-12
sub-14,ses-S3,1b,197,3.094623701521351e-06,1.0283130890344209e-12
sub-14,ses-S3,1b,198,-3.255688303958015e-06,3.6081064876155573e-12
sub-14,ses-S3,1b,199,3.78860589772195e-06,4.35595841197628e-12
sub-14,ses-S3,2b,1,3.6559211854502303e-06,1.0022863374217507e-12
sub-14,ses-S3,2b,2,8.949047935688229e-06,1.4261042763929204e-12
sub-14,ses-S3,2b,3,3.729579291249871e-06,1.3750495084494967e-12
sub-14,ses-S3,2b,4,8.864153214256752e-06,2.1823486812831403e-12
sub-14,ses-S3,2b,5,1.581653778970629e-06,1.2225525812504426e-12
sub-14,ses-S3,2b,6,6.392501072773318e-06,1.635124607746368e-12
sub-14,ses-S3,2b,7,8.580660799414869e-06,1.335168073135008e-12
sub-14,ses-S3,2b,8,8.446347660955893e-06,8.359551899020598e-13
sub-14,ses-S3,2b,9,3.4703905710417228e-06,2.7570100641542326e-12
sub-14,ses-S3,2b,10,-8.886907786371142e-06,2.7076174692552725e-12
sub-14,ses-S3,2b,11,-8.915195770507397e-06,2.691530372112371e-12
sub-14,ses-S3,2b,12,5.764328822290436e-06,1.1512372165760666e-12
sub-14,ses-S3,2b,13,-2.248009372275742e-06,1.047563010779171e-12
sub-14,ses-S3,2b,14,-2.07565713648985e-06,1.0494001374838062e-12
sub-14,ses-S3,2b,15,4.292989238201213e-08,1.6741085725425579e-12
sub-14,ses-S3,2b,16,1.0420651112668805e-05,1.550393226188848e-12
sub-14,ses-S3,2b,17,-4.783224934548729e-06,2.713757590873761e-12
sub-14,ses-S3,2b,18,8.395523926436639e-06,2.905784722080337e-12
sub-14,ses-S3,2b,19,-5.596023135723789e-06,3.278266659332518e-12
sub-14,ses-S3,2b,20,2.0095213266534813e-06,1.4538124468546827e-12
sub-14,ses-S3,2b,21,1.5695598142030794e-06,2.4176555239345383e-12
sub-14,ses-S3,2b,22,5.3600640404419485e-06,1.92425213978143e-12
sub-14,ses-S3,2b,23,-2.3562958854473435e-06,4.609735221202393e-12
sub-14,ses-S3,2b,24,7.03489598268522e-06,2.2450825917762324e-12
sub-14,ses-S3,2b,25,-5.686294046692031e-06,1.8185418950361828e-12
sub-14,ses-S3,2b,26,5.309465950949502e-06,1.194170702757439e-12
sub-14,ses-S3,2b,27,-4.345705490770735e-08,1.5114820814900219e-12
sub-14,ses-S3,2b,28,3.2020987226886526e-06,1.4039096080497223e-12
sub-14,ses-S3,2b,29,-2.1736614192248533e-06,1.9158786513673366e-12
sub-14,ses-S3,2b,30,3.1347536986374927e-06,4.659610958675755e-12
sub-14,ses-S3,2b,31,-5.28798421833524e-06,2.65781027870839e-12
sub-14,ses-S3,2b,32,4.15485311354394e-06,2.2907202481179895e-12
sub-14,ses-S3,2b,33,6.5681900417624735e-06,2.9392517067494798e-12
sub-14,ses-S3,2b,34,-3.642302719899206e-06,3.665446576207155e-12
sub-14,ses-S3,2b,35,-3.258799028502419e-07,1.9415584616794538e-12
sub-14,ses-S3,2b,36,1.000605241557525e-05,1.2218396692965695e-12
sub-14,ses-S3,2b,37,8.546138399840558e-06,2.544786460218728e-12
sub-14,ses-S3,2b,38,-3.7763024162458895e-06,9.124911564269308e-13
sub-14,ses-S3,2b,39,1.2259202643572425e-06,2.7801154309198916e-12
sub-14,ses-S3,2b,40,1.0567710516998524e-05,4.743774116402584e-12
sub-14,ses-S3,2b,41,6.099853379749828e-06,9.659685686618355e-13
sub-14,ses-S3,2b,42,1.2101343870319575e-05,1.2891098807019685e-12
sub-14,ses-S3,2b,43,-9.245556903181536e-06,1.3548642735224478e-12
sub-14,ses-S3,2b,44,9.491790147100736e-06,1.4890772697564892e-12
sub-14,ses-S3,2b,45,5.0672207436037294e-06,1.6560510638012759e-12
sub-14,ses-S3,2b,46,8.335727567443966e-06,3.669103177075585e-12
sub-14,ses-S3,2b,47,-5.7051550521931735e-06,2.778477972516344e-12
sub-14,ses-S3,2b,48,6.287033232997393e-06,2.3868315636071767e-12
sub-14,ses-S3,2b,49,-3.4262052545534345e-07,2.2932201793222634e-12
sub-14,ses-S3,2b,50,5.057973655614551e-06,1.9068825748038664e-12
sub-14,ses-S3,2b,51,-1.2958824509998595e-06,2.557156601051018e-12
sub-14,ses-S3,2b,52,1.0127670758657727e-05,6.357958175687295e-12
sub-14,ses-S3,2b,53,-1.092787872546969e-05,1.5587908126825138e-12
sub-14,ses-S3,2b,54,-5.138187080466045e-06,2.4716059860977224e-12
sub-14,ses-S3,2b,55,6.083040010763541e-06,2.6142642529072178e-12
sub-14,ses-S3,2b,56,7.245015422731669e-06,2.1491656021553173e-12
sub-14,ses-S3,2b,57,6.924535986258914e-06,2.409446116434195e-12
sub-14,ses-S3,2b,58,3.07799371745742e-06,1.764172844606713e-12
sub-14,ses-S3,2b,59,7.05379726996228e-06,2.207553021540983e-12
sub-14,ses-S3,2b,60,7.758150140673595e-06,3.1866584039089122e-12
sub-14,ses-S3,2b,61,7.2864003371342175e-06,9.194958782485482e-13
sub-14,ses-S3,2b,62,8.011721894756441e-06,2.280667932452823e-12
sub-14,ses-S3,2b,63,1.530140168652602e-06,1.6078747978175026e-12
sub-14,ses-S3,2b,64,-4.671692251923955e-06,2.5903095274474673e-12
sub-14,ses-S3,2b,65,6.89969659054075e-06,2.559203643516818e-12
sub-14,ses-S3,2b,66,-6.842556028148568e-06,3.0826029237581562e-12
sub-14,ses-S3,2b,67,2.615654589154884e-06,7.1876189099496445e-12
sub-14,ses-S3,2b,68,1.6776022911514655e-05,2.380475675364703e-12
sub-14,ses-S3,2b,69,1.5611731893310434e-06,1.94214856056525e-12
sub-14,ses-S3,2b,70,-2.716531887324654e-07,2.317934375963776e-12
sub-14,ses-S3,2b,71,4.769928817545911e-06,2.4691762730710868e-12
sub-14,ses-S3,2b,72,9.574853536724514e-06,1.4627643027991525e-12
sub-14,ses-S3,2b,73,2.4636924795898544e-06,1.6901212736392925e-12
sub-14,ses-S3,2b,74,4.009356287486451e-06,1.836212130129693e-12
sub-14,ses-S3,2b,75,4.286997943255898e-06,2.5877650694576407e-12
sub-14,ses-S3,2b,76,-1.3388995976604067e-06,1.5625859809084166e-12
sub-14,ses-S3,2b,77,1.6472359239049143e-05,2.4500390461607848e-12
sub-14,ses-S3,2b,78,5.045451337532651e-06,1.689264140892986e-12
sub-14,ses-S3,2b,79,9.473451995766816e-06,3.78280536455888e-12
sub-14,ses-S3,2b,80,3.0877479169725055e-06,3.3211774555439878e-12
sub-14,ses-S3,2b,81,4.9235866678265625e-06,1.3248825901595529e-12
sub-14,ses-S3,2b,82,3.875976656000322e-06,2.0861377984605585e-12
sub-14,ses-S3,2b,83,1.7274074641495438e-06,2.506411219292219e-12
sub-14,ses-S3,2b,84,5.370084350698571e-06,1.5447138008780901e-12
sub-14,ses-S3,2b,85,-7.91727337540345e-07,2.811481759606037e-12
sub-14,ses-S3,2b,86,-6.738466480132286e-07,1.078703692024987e-12
sub-14,ses-S3,2b,87,3.9121939451121446e-06,1.1897744179889628e-12
